arm,baseline_skill,defer_frac,exam_accuracy,latent_skill,practice_frac,reviewer_id,skill_change_from_baseline,under_reliant,week
,,0.84,,1.012,0.36,R023,,,18
,,0.68,,0.9935,0.68,R023,,,19
,,0.76,,0.9422,0.48,R023,,,20
,,0.72,,0.9522,0.36,R023,,,21
,,0.88,,0.9456,0.36,R023,,,22
,,0.84,,0.9211,0.64,R023,,,23
,,0.76,,0.896,0.48,R023,,,24
disagreement_prompt,1.2467,,0.7333,0.896,,R023,-0.3507,0,exam
,,0.8,,0.524,0.04,R024,,,1
,,0.76,,0.4871,0.0,R024,,,2
,,0.76,,0.4477,0.04,R024,,,3
,,0.56,,0.4159,0.08,R024,,,4
,,0.76,,0.3761,0.16,R024,,,5
,,0.76,,0.3626,0.04,R024,,,6
,,0.88,,0.319,0.08,R024,,,7
,,0.72,,0.2792,0.16,R024,,,8
,,0.84,,0.2358,0.08,R024,,,9
,,0.92,,0.1518,0.0,R024,,,10
,,0.96,,0.0832,0.0,R024,,,11
,,0.88,,0.0601,0.0,R024,,,12
,,0.92,,0.05,0.04,R024,,,13
,,0.84,,0.05,0.16,R024,,,14
,,1.0,,0.05,0.0,R024,,,15
,,0.92,,0.05,0.04,R024,,,16
,,0.88,,0.05,0.12,R024,,,17
,,0.84,,0.05,0.16,R024,,,18
,,0.88,,0.05,0.08,R024,,,19
,,0.92,,0.05,0.0,R024,,,20
,,0.88,,0.0546,0.04,R024,,,21
,,0.96,,0.05,0.0,R024,,,22
,,0.88,,0.05,0.08,R024,,,23
,,0.96,,0.05,0.04,R024,,,24
control_always_ai,0.5633,,0.5667,0.05,,R024,-0.5133,0,exam
,,0.08,,1.6245,1.0,R025,,,1
,,0.16,,1.6426,1.0,R025,,,2
,,0.32,,1.6439,1.0,R025,,,3
,,0.24,,1.6794,1.0,R025,,,4
,,0.24,,1.6739,1.0,R025,,,5
,,0.28,,1.665,1.0,R025,,,6
,,0.08,,1.71,1.0,R025,,,7
,,0.32,,1.7316,1.0,R025,,,8
,,0.48,,1.7342,1.0,R025,,,9
,,0.44,,1.7216,1.0,R025,,,10
,,0.28,,1.7417,1.0,R025,,,11
,,0.28,,1.741,1.0,R025,,,12
,,0.28,,1.7715,1.0,R025,,,13
,,0.2,,1.7995,1.0,R025,,,14
,,0.4,,1.8074,1.0,R025,,,15
,,0.12,,1.8276,1.0,R025,,,16
,,0.24,,1.8747,1.0,R025,,,17
,,0.28,,1.9214,1.0,R025,,,18
,,0.32,,1.9264,1.0,R025,,,19
,,0.28,,1.9082,1.0,R025,,,20
,,0.44,,1.9127,1.0,R025,,,21
,,0.4,,1.9216,1.0,R025,,,22
,,0.24,,1.9538,1.0,R025,,,23
,,0.36,,1.9357,1.0,R025,,,24
blind_first,1.614,,0.9167,1.9357,,R025,0.3217,0,exam
,,0.48,,1.4408,0.12,R026,,,1
,,0.4,,1.4284,0.12,R026,,,2
,,0.44,,1.4074,0.16,R026,,,3
,,0.52,,1.3542,0.04,R026,,,4
,,0.48,,1.3311,0.2,R026,,,5
,,0.56,,1.3194,0.2,R026,,,6
,,0.52,,1.2864,0.12,R026,,,7
,,0.56,,1.2449,0.12,R026,,,8
,,0.36,,1.2751,0.16,R026,,,9
,,0.4,,1.2794,0.24,R026,,,10
,,0.6,,1.2518,0.12,R026,,,11
,,0.44,,1.2396,0.12,R026,,,12
,,0.36,,1.2186,0.12,R026,,,13
,,0.48,,1.1734,0.2,R026,,,14
,,0.72,,1.1282,0.12,R026,,,15
,,0.68,,1.0773,0.2,R026,,,16
,,0.84,,1.0543,0.08,R026,,,17
,,0.52,,1.0215,0.24,R026,,,18
,,0.52,,0.9795,0.28,R026,,,19
,,0.6,,0.9175,0.24,R026,,,20
,,0.52,,0.9022,0.32,R026,,,21
,,0.56,,0.8866,0.24,R026,,,22
,,0.76,,0.8575,0.12,R026,,,23
,,0.68,,0.83,0.24,R026,,,24
withheld_ai,1.4638,,0.8,0.83,,R026,-0.6338,0,exam
,,0.16,,0.7995,0.44,R027,,,1
,,0.04,,0.812,0.52,R027,,,2
,,0.08,,0.8415,0.36,R027,,,3
,,0.16,,0.833,0.6,R027,,,4
,,0.2,,0.8371,0.52,R027,,,5
,,0.08,,0.871,0.52,R027,,,6
,,0.16,,0.8733,0.44,R027,,,7
,,0.08,,0.8975,0.4,R027,,,8
,,0.04,,0.8905,0.76,R027,,,9
,,0.12,,0.9118,0.48,R027,,,10
,,0.04,,0.9537,0.48,R027,,,11
,,0.08,,0.981,0.48,R027,,,12
,,0.16,,1.0016,0.36,R027,,,13
,,0.08,,0.9886,0.48,R027,,,14
,,0.08,,1.0159,0.52,R027,,,15
,,0.12,,1.0096,0.48,R027,,,16
,,0.04,,1.0353,0.56,R027,,,17
,,0.16,,1.0203,0.44,R027,,,18
,,0.12,,1.0316,0.4,R027,,,19
,,0.08,,1.0351,0.4,R027,,,20
,,0.24,,1.0662,0.48,R027,,,21
,,0.04,,1.0973,0.36,R027,,,22
,,0.2,,1.1082,0.56,R027,,,23
,,0.08,,1.1654,0.6,R027,,,24
disagreement_prompt,0.793,,0.7833,1.1654,,R027,0.3724,1,exam
,,0.8,,1.0391,0.04,R028,,,1
,,0.88,,1.0025,0.0,R028,,,2
,,0.84,,0.982,0.08,R028,,,3
,,0.88,,0.9502,0.0,R028,,,4
,,0.72,,0.9117,0.16,R028,,,5
,,0.8,,0.8475,0.12,R028,,,6
,,0.88,,0.8211,0.08,R028,,,7
,,0.92,,0.8235,0.08,R028,,,8
,,0.84,,0.8307,0.12,R028,,,9
,,0.96,,0.7943,0.04,R028,,,10
,,1.0,,0.7415,0.0,R028,,,11
,,0.96,,0.6814,0.0,R028,,,12
,,0.92,,0.6729,0.04,R028,,,13
,,0.96,,0.596,0.04,R028,,,14
,,0.88,,0.5862,0.12,R028,,,15
,,0.88,,0.5406,0.08,R028,,,16
,,0.84,,0.4916,0.12,R028,,,17
,,0.96,,0.4813,0.04,R028,,,18
,,0.92,,0.4153,0.04,R028,,,19
,,0.8,,0.37,0.16,R028,,,20
,,0.84,,0.3553,0.16,R028,,,21
,,0.92,,0.3061,0.08,R028,,,22
,,0.96,,0.2631,0.04,R028,,,23
,,0.92,,0.233,0.04,R028,,,24
control_always_ai,1.0787,,0.5333,0.233,,R028,-0.8457,0,exam
,,0.0,,1.2134,1.0,R029,,,1
,,0.0,,1.2353,1.0,R029,,,2
,,0.0,,1.2353,1.0,R029,,,3
,,0.04,,1.2369,1.0,R029,,,4
,,0.0,,1.2244,1.0,R029,,,5
,,0.0,,1.258,1.0,R029,,,6
,,0.0,,1.2509,1.0,R029,,,7
,,0.0,,1.2634,1.0,R029,,,8
,,0.0,,1.2658,1.0,R029,,,9
,,0.0,,1.3135,1.0,R029,,,10
,,0.04,,1.3038,1.0,R029,,,11
,,0.0,,1.3377,1.0,R029,,,12
,,0.0,,1.4222,1.0,R029,,,13
,,0.04,,1.4445,1.0,R029,,,14
,,0.0,,1.4817,1.0,R029,,,15
,,0.0,,1.5071,1.0,R029,,,16
,,0.0,,1.5136,1.0,R029,,,17
,,0.0,,1.521,1.0,R029,,,18
,,0.0,,1.5441,1.0,R029,,,19
,,0.04,,1.5343,1.0,R029,,,20
,,0.0,,1.528,1.0,R029,,,21
,,0.0,,1.5581,1.0,R029,,,22
,,0.0,,1.5724,1.0,R029,,,23
,,0.04,,1.6262,1.0,R029,,,24
blind_first,1.1801,,0.85,1.6262,,R029,0.4461,1,exam
,,0.48,,0.7691,0.12,R030,,,1
,,0.48,,0.7432,0.28,R030,,,2
,,0.4,,0.7239,0.24,R030,,,3
,,0.4,,0.6803,0.28,R030,,,4
,,0.4,,0.6844,0.32,R030,,,5
,,0.4,,0.6661,0.08,R030,,,6
,,0.68,,0.632,0.16,R030,,,7
,,0.52,,0.6186,0.28,R030,,,8
,,0.6,,0.6015,0.08,R030,,,9
,,0.56,,0.5705,0.24,R030,,,10
,,0.52,,0.5442,0.36,R030,,,11
,,0.56,,0.4971,0.16,R030,,,12
,,0.6,,0.4764,0.36,R030,,,13
,,0.72,,0.4516,0.24,R030,,,14
,,0.76,,0.4119,0.08,R030,,,15
,,0.64,,0.3801,0.16,R030,,,16
,,0.72,,0.3483,0.16,R030,,,17
,,0.76,,0.2882,0.16,R030,,,18
,,0.68,,0.239,0.2,R030,,,19
,,0.68,,0.2063,0.28,R030,,,20
,,0.88,,0.2067,0.08,R030,,,21
,,0.84,,0.1486,0.12,R030,,,22
,,0.88,,0.1138,0.08,R030,,,23
,,0.64,,0.0943,0.36,R030,,,24
withheld_ai,0.8353,,0.5167,0.0943,,R030,-0.7411,0,exam
,,0.24,,0.9573,0.64,R031,,,1
,,0.2,,0.9853,0.32,R031,,,2
,,0.24,,0.9792,0.52,R031,,,3
,,0.4,,0.9832,0.28,R031,,,4
,,0.48,,0.9615,0.44,R031,,,5
,,0.12,,0.9557,0.48,R031,,,6
,,0.28,,0.9643,0.4,R031,,,7
,,0.24,,0.9745,0.6,R031,,,8
,,0.48,,0.9572,0.52,R031,,,9
,,0.4,,0.9193,0.6,R031,,,10
,,0.4,,0.9131,0.52,R031,,,11
,,0.36,,0.9018,0.4,R031,,,12
,,0.52,,0.9209,0.56,R031,,,13
,,0.6,,0.915,0.56,R031,,,14
,,0.4,,0.9047,0.44,R031,,,15
,,0.44,,0.9257,0.4,R031,,,16
,,0.44,,0.9371,0.56,R031,,,17
,,0.28,,0.9343,0.56,R031,,,18
,,0.32,,0.9333,0.52,R031,,,19
,,0.4,,0.9107,0.44,R031,,,20
,,0.28,,0.8842,0.64,R031,,,21
,,0.28,,0.8505,0.32,R031,,,22
,,0.56,,0.8543,0.52,R031,,,23
,,0.56,,0.7817,0.28,R031,,,24
disagreement_prompt,0.9393,,0.8,0.7817,,R031,-0.1575,0,exam
,,0.68,,0.4018,0.0,R032,,,1
,,0.68,,0.3705,0.04,R032,,,2
,,0.56,,0.356,0.08,R032,,,3
,,0.6,,0.2997,0.12,R032,,,4
,,0.64,,0.2987,0.04,R032,,,5
,,0.84,,0.2444,0.04,R032,,,6
,,0.72,,0.2215,0.08,R032,,,7
,,0.68,,0.1858,0.08,R032,,,8
,,0.88,,0.1103,0.04,R032,,,9
,,0.84,,0.0729,0.12,R032,,,10
,,0.96,,0.05,0.04,R032,,,11
,,0.88,,0.05,0.08,R032,,,12
,,0.84,,0.05,0.12,R032,,,13
,,0.72,,0.05,0.04,R032,,,14
,,0.88,,0.05,0.08,R032,,,15
,,0.88,,0.05,0.04,R032,,,16
,,0.88,,0.05,0.08,R032,,,17
,,0.92,,0.05,0.04,R032,,,18
,,0.84,,0.05,0.08,R032,,,19
,,0.88,,0.05,0.04,R032,,,20
,,0.92,,0.05,0.08,R032,,,21
,,0.96,,0.05,0.04,R032,,,22
,,0.84,,0.05,0.12,R032,,,23
,,0.92,,0.05,0.0,R032,,,24
control_always_ai,0.4277,,0.5,0.05,,R032,-0.3777,0,exam
,,0.2,,1.0185,1.0,R033,,,1
,,0.4,,1.017,1.0,R033,,,2
,,0.2,,1.0757,1.0,R033,,,3
,,0.36,,1.0332,1.0,R033,,,4
,,0.32,,1.0504,1.0,R033,,,5
,,0.08,,1.0588,1.0,R033,,,6
,,0.24,,1.079,1.0,R033,,,7
,,0.24,,1.1107,1.0,R033,,,8
,,0.36,,1.107,1.0,R033,,,9
,,0.28,,1.126,1.0,R033,,,10
,,0.24,,1.1644,1.0,R033,,,11
,,0.32,,1.1962,1.0,R033,,,12
,,0.36,,1.1979,1.0,R033,,,13
,,0.32,,1.2257,1.0,R033,,,14
,,0.24,,1.2492,1.0,R033,,,15
,,0.36,,1.2897,1.0,R033,,,16
,,0.32,,1.3165,1.0,R033,,,17
,,0.52,,1.2809,1.0,R033,,,18
,,0.24,,1.289,1.0,R033,,,19
,,0.4,,1.2912,1.0,R033,,,20
,,0.16,,1.2998,1.0,R033,,,21
,,0.4,,1.2963,1.0,R033,,,22
,,0.28,,1.3153,1.0,R033,,,23
,,0.52,,1.3399,1.0,R033,,,24
blind_first,0.9939,,0.9,1.3399,,R033,0.346,0,exam
,,0.04,,0.5466,0.2,R034,,,1
,,0.0,,0.5487,0.32,R034,,,2
,,0.08,,0.5602,0.16,R034,,,3
,,0.0,,0.5337,0.2,R034,,,4
,,0.04,,0.5213,0.2,R034,,,5
,,0.08,,0.4976,0.08,R034,,,6
,,0.12,,0.468,0.28,R034,,,7
,,0.12,,0.4391,0.16,R034,,,8
,,0.0,,0.441,0.12,R034,,,9
,,0.08,,0.4451,0.16,R034,,,10
,,0.16,,0.4518,0.12,R034,,,11
,,0.12,,0.4553,0.16,R034,,,12
,,0.16,,0.424,0.12,R034,,,13
,,0.08,,0.4423,0.04,R034,,,14
,,0.04,,0.4442,0.32,R034,,,15
,,0.24,,0.4345,0.12,R034,,,16
,,0.24,,0.4564,0.2,R034,,,17
,,0.04,,0.434,0.2,R034,,,18
,,0.2,,0.4412,0.2,R034,,,19
,,0.28,,0.429,0.12,R034,,,20
,,0.16,,0.4351,0.24,R034,,,21
,,0.16,,0.4401,0.08,R034,,,22
,,0.16,,0.435,0.24,R034,,,23
,,0.12,,0.4432,0.24,R034,,,24
withheld_ai,0.5375,,0.6833,0.4432,,R034,-0.0942,1,exam
,,0.32,,1.2401,0.44,R035,,,1
,,0.28,,1.2217,0.44,R035,,,2
,,0.28,,1.1886,0.48,R035,,,3
,,0.4,,1.1577,0.56,R035,,,4
,,0.4,,1.1363,0.48,R035,,,5
,,0.32,,1.1304,0.48,R035,,,6
,,0.4,,1.126,0.44,R035,,,7
,,0.64,,1.1211,0.64,R035,,,8
,,0.52,,1.1022,0.52,R035,,,9
,,0.44,,1.0756,0.4,R035,,,10
,,0.4,,1.0719,0.56,R035,,,11
,,0.44,,1.112,0.36,R035,,,12
,,0.6,,1.0889,0.44,R035,,,13
,,0.44,,1.0478,0.44,R035,,,14
,,0.56,,1.0302,0.8,R035,,,15
,,0.52,,0.998,0.36,R035,,,16
,,0.48,,1.0173,0.56,R035,,,17
,,0.56,,1.0309,0.6,R035,,,18
,,0.52,,1.0205,0.4,R035,,,19
,,0.44,,0.9878,0.68,R035,,,20
,,0.4,,0.9923,0.52,R035,,,21
,,0.4,,0.9558,0.32,R035,,,22
,,0.56,,0.9376,0.6,R035,,,23
,,0.76,,0.9139,0.56,R035,,,24
disagreement_prompt,1.2162,,0.7667,0.9139,,R035,-0.3023,0,exam
,,0.84,,0.922,0.04,R036,,,1
,,0.72,,0.8725,0.0,R036,,,2
,,0.68,,0.8326,0.04,R036,,,3
,,0.68,,0.8189,0.08,R036,,,4
,,0.6,,0.7842,0.12,R036,,,5
,,0.84,,0.7502,0.0,R036,,,6
,,0.8,,0.6905,0.16,R036,,,7
,,0.72,,0.6651,0.12,R036,,,8
,,0.76,,0.6177,0.08,R036,,,9
,,0.84,,0.5728,0.04,R036,,,10
,,0.88,,0.5395,0.04,R036,,,11
,,0.88,,0.484,0.04,R036,,,12
,,0.88,,0.4243,0.12,R036,,,13
,,0.84,,0.3946,0.04,R036,,,14
,,0.96,,0.3639,0.0,R036,,,15
,,0.92,,0.3108,0.04,R036,,,16
,,0.84,,0.2851,0.08,R036,,,17
,,0.84,,0.2229,0.08,R036,,,18
,,0.84,,0.1719,0.08,R036,,,19
,,0.72,,0.1207,0.2,R036,,,20
,,0.84,,0.0793,0.12,R036,,,21
,,0.84,,0.05,0.12,R036,,,22
,,0.84,,0.05,0.16,R036,,,23
,,0.88,,0.05,0.04,R036,,,24
control_always_ai,0.9793,,0.4667,0.05,,R036,-0.9293,0,exam
,,0.64,,0.2488,1.0,R037,,,1
,,0.72,,0.2287,1.0,R037,,,2
,,0.76,,0.1877,1.0,R037,,,3
,,0.68,,0.1771,1.0,R037,,,4
,,0.88,,0.1669,1.0,R037,,,5
,,0.64,,0.1553,1.0,R037,,,6
,,0.92,,0.1461,1.0,R037,,,7
,,0.64,,0.1346,1.0,R037,,,8
,,0.88,,0.0698,1.0,R037,,,9
,,0.76,,0.0814,1.0,R037,,,10
,,0.68,,0.1094,1.0,R037,,,11
,,0.92,,0.0558,1.0,R037,,,12
,,0.88,,0.0691,1.0,R037,,,13
,,0.92,,0.0519,1.0,R037,,,14
,,0.84,,0.05,1.0,R037,,,15
,,0.96,,0.0532,1.0,R037,,,16
,,0.92,,0.05,1.0,R037,,,17
,,1.0,,0.05,1.0,R037,,,18
,,0.92,,0.0513,1.0,R037,,,19
,,0.88,,0.05,1.0,R037,,,20
,,0.96,,0.0586,1.0,R037,,,21
,,0.88,,0.0514,1.0,R037,,,22
,,0.88,,0.05,1.0,R037,,,23
,,0.84,,0.05,1.0,R037,,,24
blind_first,0.274,,0.5333,0.05,,R037,-0.224,0,exam
,,0.48,,1.6399,0.36,R038,,,1
,,0.6,,1.5894,0.04,R038,,,2
,,0.56,,1.5554,0.2,R038,,,3
,,0.48,,1.5423,0.04,R038,,,4
,,0.72,,1.4898,0.12,R038,,,5
,,0.64,,1.4786,0.12,R038,,,6
,,0.68,,1.4829,0.12,R038,,,7
,,0.56,,1.4547,0.2,R038,,,8
,,0.48,,1.4564,0.12,R038,,,9
,,0.56,,1.4392,0.28,R038,,,10
,,0.52,,1.4164,0.28,R038,,,11
,,0.76,,1.4083,0.12,R038,,,12
,,0.56,,1.3874,0.28,R038,,,13
,,0.6,,1.3467,0.28,R038,,,14
,,0.76,,1.2978,0.16,R038,,,15
,,0.8,,1.2521,0.16,R038,,,16
,,0.68,,1.2555,0.2,R038,,,17
,,0.72,,1.2375,0.08,R038,,,18
,,0.76,,1.2117,0.16,R038,,,19
,,0.76,,1.1647,0.2,R038,,,20
,,0.8,,1.1275,0.16,R038,,,21
,,0.84,,1.0779,0.16,R038,,,22
,,0.88,,1.0676,0.08,R038,,,23
,,0.84,,1.0475,0.16,R038,,,24
withheld_ai,1.619,,0.8333,1.0475,,R038,-0.5715,0,exam
,,0.76,,1.2038,0.44,R039,,,1
,,0.6,,1.1823,0.44,R039,,,2
,,0.88,,1.1554,0.56,R039,,,3
,,0.8,,1.1261,0.4,R039,,,4
,,0.8,,1.1325,0.4,R039,,,5
,,0.72,,1.1083,0.64,R039,,,6
,,0.88,,1.0927,0.32,R039,,,7
,,0.88,,1.0494,0.32,R039,,,8
,,0.88,,1.0323,0.48,R039,,,9
,,0.84,,1.0216,0.4,R039,,,10
,,0.96,,0.9874,0.44,R039,,,11
,,0.84,,0.9619,0.36,R039,,,12
,,0.92,,0.8948,0.44,R039,,,13
,,0.68,,0.8944,0.6,R039,,,14
,,0.88,,0.8645,0.4,R039,,,15
,,0.96,,0.8148,0.48,R039,,,16
,,0.92,,0.7645,0.48,R039,,,17
,,0.92,,0.7043,0.32,R039,,,18
,,0.92,,0.7007,0.4,R039,,,19
,,1.0,,0.6716,0.44,R039,,,20
,,0.96,,0.585,0.56,R039,,,21
,,0.96,,0.542,0.44,R039,,,22
,,0.96,,0.4931,0.36,R039,,,23
,,0.96,,0.4691,0.4,R039,,,24
disagreement_prompt,1.227,,0.6333,0.4691,,R039,-0.7579,0,exam
,,0.44,,0.6935,0.12,R040,,,1
,,0.56,,0.6869,0.0,R040,,,2
,,0.56,,0.6851,0.12,R040,,,3
,,0.56,,0.6303,0.0,R040,,,4
,,0.44,,0.6141,0.12,R040,,,5
,,0.56,,0.5725,0.0,R040,,,6
,,0.44,,0.5585,0.04,R040,,,7
,,0.52,,0.523,0.08,R040,,,8
,,0.6,,0.4623,0.04,R040,,,9
,,0.64,,0.3924,0.12,R040,,,10
,,0.64,,0.3816,0.08,R040,,,11
,,0.8,,0.3716,0.04,R040,,,12
,,0.6,,0.3712,0.04,R040,,,13
,,0.64,,0.3297,0.08,R040,,,14
,,0.68,,0.2676,0.04,R040,,,15
,,0.68,,0.2575,0.16,R040,,,16
,,0.8,,0.2115,0.12,R040,,,17
,,0.64,,0.158,0.04,R040,,,18
,,0.84,,0.1312,0.0,R040,,,19
,,0.92,,0.088,0.04,R040,,,20
,,0.68,,0.1058,0.12,R040,,,21
,,0.84,,0.0518,0.0,R040,,,22
,,0.8,,0.05,0.04,R040,,,23
,,0.92,,0.05,0.04,R040,,,24
control_always_ai,0.7111,,0.5333,0.05,,R040,-0.6611,0,exam
,,0.0,,1.5427,1.0,R041,,,1
,,0.0,,1.5595,1.0,R041,,,2
,,0.0,,1.6081,1.0,R041,,,3
,,0.0,,1.6585,1.0,R041,,,4
,,0.0,,1.6931,1.0,R041,,,5
,,0.0,,1.719,1.0,R041,,,6
,,0.0,,1.7166,1.0,R041,,,7
,,0.0,,1.7362,1.0,R041,,,8
,,0.0,,1.77,1.0,R041,,,9
,,0.0,,1.8026,1.0,R041,,,10
,,0.0,,1.8198,1.0,R041,,,11
,,0.0,,1.8589,1.0,R041,,,12
,,0.0,,1.885,1.0,R041,,,13
,,0.0,,1.9215,1.0,R041,,,14
,,0.0,,1.9534,1.0,R041,,,15
,,0.08,,2.0007,1.0,R041,,,16
,,0.04,,2.0444,1.0,R041,,,17
,,0.0,,2.1081,1.0,R041,,,18
,,0.0,,2.1327,1.0,R041,,,19
,,0.0,,2.1877,1.0,R041,,,20
,,0.0,,2.2019,1.0,R041,,,21
,,0.0,,2.2021,1.0,R041,,,22
,,0.0,,2.2515,1.0,R041,,,23
,,0.0,,2.3003,1.0,R041,,,24
blind_first,1.4961,,0.9667,2.3003,,R041,0.8042,1,exam
,,0.32,,1.2872,0.16,R042,,,1
,,0.32,,1.2683,0.08,R042,,,2
,,0.52,,1.269,0.12,R042,,,3
,,0.36,,1.2536,0.12,R042,,,4
,,0.28,,1.2408,0.2,R042,,,5
,,0.32,,1.2326,0.2,R042,,,6
,,0.4,,1.1937,0.2,R042,,,7
,,0.32,,1.2047,0.16,R042,,,8
,,0.28,,1.1885,0.16,R042,,,9
,,0.44,,1.1504,0.24,R042,,,10
,,0.4,,1.1539,0.2,R042,,,11
,,0.48,,1.1224,0.08,R042,,,12
,,0.44,,1.063,0.12,R042,,,13
,,0.48,,1.0234,0.12,R042,,,14
,,0.48,,0.992,0.24,R042,,,15
,,0.56,,0.9924,0.16,R042,,,16
,,0.36,,0.9757,0.2,R042,,,17
,,0.28,,0.9591,0.12,R042,,,18
,,0.6,,0.9179,0.16,R042,,,19
,,0.52,,0.8671,0.12,R042,,,20
,,0.56,,0.8524,0.24,R042,,,21
,,0.6,,0.8145,0.12,R042,,,22
,,0.6,,0.7784,0.12,R042,,,23
,,0.4,,0.7544,0.28,R042,,,24
withheld_ai,1.2985,,0.8167,0.7544,,R042,-0.5441,0,exam
,,0.0,,1.8374,0.44,R043,,,1
,,0.0,,1.8766,0.64,R043,,,2
,,0.0,,1.8582,0.56,R043,,,3
,,0.0,,1.8744,0.56,R043,,,4
,,0.0,,1.9112,0.56,R043,,,5
,,0.0,,1.9107,0.52,R043,,,6
,,0.04,,1.9368,0.4,R043,,,7
,,0.0,,1.973,0.4,R043,,,8
,,0.0,,1.9892,0.44,R043,,,9
,,0.0,,2.0167,0.48,R043,,,10
,,0.0,,1.9988,0.52,R043,,,11
,,0.04,,2.0159,0.52,R043,,,12
,,0.0,,2.0225,0.32,R043,,,13
,,0.0,,2.0523,0.6,R043,,,14
,,0.0,,2.0558,0.6,R043,,,15
,,0.0,,2.0334,0.48,R043,,,16
,,0.0,,2.0448,0.4,R043,,,17
,,0.04,,2.037,0.44,R043,,,18
,,0.04,,2.0575,0.56,R043,,,19
,,0.04,,2.0724,0.56,R043,,,20
,,0.04,,2.0694,0.32,R043,,,21
,,0.04,,2.0842,0.32,R043,,,22
,,0.08,,2.0795,0.56,R043,,,23
,,0.08,,2.1303,0.44,R043,,,24
disagreement_prompt,1.8129,,0.9833,2.1303,,R043,0.3174,1,exam
,,0.32,,0.8418,0.04,C000,,,1
,,0.12,,0.8546,0.12,C000,,,2
,,0.16,,0.8455,0.04,C000,,,3
,,0.08,,0.8555,0.0,C000,,,4
,,0.16,,0.8325,0.0,C000,,,5
,,0.08,,0.8435,0.12,C000,,,6
,,0.0,,0.8511,0.04,C000,,,7
,,0.04,,0.8592,0.08,C000,,,8
,,0.24,,0.8495,0.12,C000,,,9
,,0.16,,0.8429,0.04,C000,,,10
,,0.16,,0.8166,0.08,C000,,,11
,,0.16,,0.8056,0.0,C000,,,12
,,0.16,,0.821,0.0,C000,,,13
,,0.16,,0.7988,0.08,C000,,,14
,,0.28,,0.8401,0.0,C000,,,15
,,0.12,,0.8312,0.08,C000,,,16
,,0.08,,0.8018,0.08,C000,,,17
,,0.24,,0.7746,0.04,C000,,,18
,,0.12,,0.7864,0.16,C000,,,19
,,0.24,,0.8102,0.12,C000,,,20
,,0.2,,0.7968,0.0,C000,,,21
,,0.12,,0.7657,0.0,C000,,,22
,,0.2,,0.771,0.16,C000,,,23
,,0.12,,0.7881,0.04,C000,,,24
control_always_ai,0.8625,,0.7833,0.7881,,C000,-0.0745,1,exam
,,0.56,,0.4041,1.0,C001,,,1
,,0.44,,0.4,1.0,C001,,,2
,,0.84,,0.3505,1.0,C001,,,3
,,0.84,,0.3619,1.0,C001,,,4
,,0.64,,0.356,1.0,C001,,,5
,,0.64,,0.3551,1.0,C001,,,6
,,0.4,,0.3775,1.0,C001,,,7
,,0.8,,0.3452,1.0,C001,,,8
,,0.76,,0.331,1.0,C001,,,9
,,0.72,,0.341,1.0,C001,,,10
,,0.76,,0.3246,1.0,C001,,,11
,,0.8,,0.2904,1.0,C001,,,12
,,0.8,,0.3276,1.0,C001,,,13
,,0.84,,0.314,1.0,C001,,,14
,,0.76,,0.3098,1.0,C001,,,15
,,0.72,,0.3298,1.0,C001,,,16
,,0.6,,0.3073,1.0,C001,,,17
,,0.72,,0.3396,1.0,C001,,,18
,,0.68,,0.3095,1.0,C001,,,19
,,0.68,,0.2781,1.0,C001,,,20
,,0.8,,0.2646,1.0,C001,,,21
,,0.84,,0.2674,1.0,C001,,,22
,,0.84,,0.2563,1.0,C001,,,23
,,0.92,,0.2243,1.0,C001,,,24
blind_first,0.4122,,0.65,0.2243,,C001,-0.188,0,exam
,,0.44,,1.4769,0.12,C002,,,1
,,0.44,,1.4518,0.24,C002,,,2
,,0.44,,1.445,0.16,C002,,,3
,,0.4,,1.4475,0.2,C002,,,4
,,0.4,,1.4106,0.24,C002,,,5
,,0.28,,1.3852,0.28,C002,,,6
,,0.44,,1.3585,0.2,C002,,,7
,,0.56,,1.3398,0.16,C002,,,8
,,0.56,,1.2957,0.16,C002,,,9
,,0.32,,1.2717,0.16,C002,,,10
,,0.64,,1.2398,0.24,C002,,,11
,,0.56,,1.2219,0.2,C002,,,12
,,0.36,,1.2513,0.12,C002,,,13
,,0.64,,1.2613,0.12,C002,,,14
,,0.48,,1.2043,0.12,C002,,,15
,,0.72,,1.163,0.12,C002,,,16
,,0.48,,1.162,0.24,C002,,,17
,,0.56,,1.112,0.08,C002,,,18
,,0.56,,1.0872,0.2,C002,,,19
,,0.52,,1.0464,0.2,C002,,,20
,,0.6,,1.0498,0.2,C002,,,21
,,0.48,,1.0733,0.24,C002,,,22
,,0.72,,1.0677,0.08,C002,,,23
,,0.68,,1.0195,0.24,C002,,,24
withheld_ai,1.5201,,0.8333,1.0195,,C002,-0.5006,0,exam
,,0.56,,0.5666,0.56,C003,,,1
,,0.84,,0.5276,0.56,C003,,,2
,,0.92,,0.5289,0.52,C003,,,3
,,0.8,,0.555,0.52,C003,,,4
,,0.92,,0.5047,0.44,C003,,,5
,,0.8,,0.4705,0.52,C003,,,6
,,0.84,,0.402,0.4,C003,,,7
,,0.96,,0.3738,0.48,C003,,,8
,,0.92,,0.3331,0.36,C003,,,9
,,1.0,,0.2869,0.48,C003,,,10
,,0.92,,0.2445,0.4,C003,,,11
,,0.88,,0.226,0.64,C003,,,12
,,1.0,,0.1988,0.28,C003,,,13
