participant_id,group,phase,item_id,true_label,response,correct,rt_ms,difficulty,hint_shown,hint_label,hint_correct,followed_hint
7780f692-939c-4e1f-9887-915a56076880,B,training,T03,AI,,FALSE,5653,medium,FALSE,AI,,
7780f692-939c-4e1f-9887-915a56076880,B,training,T04,Human,,TRUE,815,easy,TRUE,Human,TRUE,TRUE
7780f692-939c-4e1f-9887-915a56076880,B,training,T05,AI,,FALSE,557,medium,TRUE,AI,TRUE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,training,T06,Human,,TRUE,4339,easy,FALSE,AI,,
7780f692-939c-4e1f-9887-915a56076880,B,training,T07,AI,,FALSE,2274,medium,TRUE,AI,TRUE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,training,T08,Human,,TRUE,6661,medium,TRUE,Human,TRUE,TRUE
7780f692-939c-4e1f-9887-915a56076880,B,training,T09,AI,,TRUE,416,medium,FALSE,AI,,
7780f692-939c-4e1f-9887-915a56076880,B,training,T10,Human,,TRUE,403,medium,TRUE,Human,TRUE,TRUE
7780f692-939c-4e1f-9887-915a56076880,B,training,T11,AI,,TRUE,514,medium,TRUE,AI,TRUE,TRUE
7780f692-939c-4e1f-9887-915a56076880,B,training,T12,Human,,TRUE,425,medium,FALSE,AI,,
7780f692-939c-4e1f-9887-915a56076880,B,training,T13,AI,,TRUE,407,medium,TRUE,Human,FALSE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,training,T14,Human,,FALSE,720,medium,TRUE,AI,FALSE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,training,T15,Human,,TRUE,504,easy,FALSE,Human,,
7780f692-939c-4e1f-9887-915a56076880,B,training,T16,AI,,FALSE,515,medium,TRUE,Human,FALSE,TRUE
7780f692-939c-4e1f-9887-915a56076880,B,training,T17,AI,,FALSE,933,easy,TRUE,AI,TRUE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,training,T18,Human,,FALSE,1417,medium,FALSE,Human,,
7780f692-939c-4e1f-9887-915a56076880,B,training,T19,AI,,FALSE,1355,easy,TRUE,AI,TRUE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,training,T20,Human,,FALSE,761,medium,TRUE,Human,TRUE,FALSE
7780f692-939c-4e1f-9887-915a56076880,B,test,X01,AI,,TRUE,2130,easy,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X02,Human,,FALSE,703,easy,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X03,AI,,TRUE,498,medium,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X04,Human,,FALSE,449,medium,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X05,AI,,TRUE,7707,medium,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X06,Human,,FALSE,538,medium,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X07,Human,,FALSE,444,medium,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X08,AI,,FALSE,436,hard,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X09,Human,,FALSE,487,easy,FALSE,,,
7780f692-939c-4e1f-9887-915a56076880,B,test,X10,AI,,FALSE,377,hard,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T01,AI,,TRUE,1906,medium,TRUE,AI,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T02,Human,,FALSE,3350,easy,TRUE,Human,TRUE,FALSE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T03,AI,,FALSE,6566,medium,FALSE,AI,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T04,Human,,TRUE,1894,easy,TRUE,Human,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T05,AI,,TRUE,1243,medium,TRUE,AI,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T06,Human,,TRUE,6950,easy,FALSE,AI,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T07,AI,,TRUE,2621,medium,TRUE,AI,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T08,Human,,TRUE,4096,medium,TRUE,Human,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T09,AI,,TRUE,5586,medium,FALSE,AI,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T10,Human,,TRUE,4594,medium,TRUE,Human,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T11,AI,,TRUE,2577,medium,TRUE,AI,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T12,Human,,TRUE,7524,medium,FALSE,AI,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T13,AI,,TRUE,4034,medium,TRUE,Human,FALSE,FALSE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T14,Human,,FALSE,5761,medium,TRUE,AI,FALSE,FALSE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T15,Human,,FALSE,5062,easy,FALSE,Human,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T16,AI,,FALSE,5423,medium,TRUE,Human,FALSE,FALSE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T17,AI,,TRUE,4631,easy,TRUE,AI,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T18,Human,,FALSE,4841,medium,FALSE,Human,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T19,AI,,FALSE,249,easy,TRUE,AI,TRUE,FALSE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,training,T20,Human,,TRUE,1174,medium,TRUE,Human,TRUE,TRUE
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X01,AI,,FALSE,6100,easy,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X02,Human,,TRUE,5569,easy,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X03,AI,,TRUE,4172,medium,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X04,Human,,FALSE,1872,medium,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X05,AI,,FALSE,7159,medium,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X06,Human,,TRUE,4986,medium,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X07,Human,,FALSE,2448,medium,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X08,AI,,FALSE,760,hard,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X09,Human,,FALSE,722,easy,FALSE,,,
91f21174-1b2b-43aa-9d3e-512059f7d35a,B,test,X10,AI,,TRUE,2190,hard,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T01,AI,,TRUE,12099,medium,TRUE,AI,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T02,Human,,FALSE,5121,easy,TRUE,Human,TRUE,FALSE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T03,AI,,FALSE,12705,medium,FALSE,AI,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T04,Human,,TRUE,20497,easy,TRUE,Human,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T05,AI,,TRUE,3175,medium,TRUE,AI,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T06,Human,,TRUE,17730,easy,FALSE,AI,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T07,AI,,TRUE,6358,medium,TRUE,AI,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T08,Human,,TRUE,4975,medium,TRUE,Human,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T09,AI,,TRUE,5017,medium,FALSE,AI,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T10,Human,,TRUE,6306,medium,TRUE,Human,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T11,AI,,TRUE,3320,medium,TRUE,AI,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T12,Human,,TRUE,10907,medium,FALSE,AI,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T13,AI,,FALSE,3827,medium,TRUE,Human,FALSE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T14,Human,,FALSE,5091,medium,TRUE,AI,FALSE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T15,Human,,FALSE,5698,easy,FALSE,Human,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T16,AI,,FALSE,5039,medium,TRUE,Human,FALSE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T17,AI,,TRUE,5043,easy,TRUE,AI,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T18,Human,,FALSE,4023,medium,FALSE,Human,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T19,AI,,TRUE,3013,easy,TRUE,AI,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,training,T20,Human,,TRUE,6712,medium,TRUE,Human,TRUE,TRUE
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X01,AI,,FALSE,6176,easy,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X02,Human,,TRUE,5875,easy,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X03,AI,,TRUE,6474,medium,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X04,Human,,FALSE,7093,medium,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X05,AI,,FALSE,12756,medium,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X06,Human,,FALSE,7989,medium,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X07,Human,,TRUE,5887,medium,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X08,AI,,FALSE,5884,hard,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X09,Human,,TRUE,4232,easy,FALSE,,,
bee198b3-1d6d-4c1e-9148-d31a510a3dff,B,test,X10,AI,,FALSE,6033,hard,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T01,AI,,TRUE,30713,medium,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T02,Human,,TRUE,11647,easy,TRUE,Human,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T03,AI,,FALSE,10403,medium,TRUE,AI,TRUE,FALSE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T04,Human,,TRUE,27073,easy,TRUE,Human,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T05,AI,,TRUE,4929,medium,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T06,Human,,FALSE,21777,easy,TRUE,AI,FALSE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T07,AI,,TRUE,11330,medium,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T08,Human,,TRUE,20500,medium,TRUE,Human,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T09,AI,,TRUE,5205,medium,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T10,Human,,TRUE,8222,medium,TRUE,Human,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T11,AI,,TRUE,15200,medium,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T12,Human,,FALSE,24545,medium,TRUE,AI,FALSE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T13,AI,,TRUE,10001,medium,TRUE,Human,FALSE,FALSE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T14,Human,,FALSE,14984,medium,TRUE,AI,FALSE,FALSE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T15,Human,,TRUE,11968,easy,TRUE,Human,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T16,AI,,FALSE,6757,medium,TRUE,Human,FALSE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T17,AI,,TRUE,10725,easy,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T18,Human,,TRUE,11810,medium,TRUE,Human,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T19,AI,,TRUE,20714,easy,TRUE,AI,TRUE,TRUE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,training,T20,Human,,FALSE,8602,medium,TRUE,Human,TRUE,FALSE
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X01,AI,,FALSE,22804,easy,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X02,Human,,TRUE,6762,easy,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X03,AI,,TRUE,7820,medium,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X04,Human,,FALSE,12473,medium,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X05,AI,,FALSE,14397,medium,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X06,Human,,FALSE,12405,medium,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X07,Human,,FALSE,10927,medium,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X08,AI,,FALSE,12950,hard,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X09,Human,,TRUE,4708,easy,FALSE,,,
b0dd3066-cb81-4dbc-a5d0-c4c0bdcc2e49,A,test,X10,AI,,FALSE,17915,hard,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T01,AI,,TRUE,25109,medium,TRUE,AI,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T02,Human,,TRUE,4355,easy,TRUE,Human,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T03,AI,,FALSE,12860,medium,FALSE,AI,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T04,Human,,TRUE,2921,easy,TRUE,Human,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T05,AI,,TRUE,407,medium,TRUE,AI,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T06,Human,,FALSE,17776,easy,FALSE,AI,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T07,AI,,TRUE,3486,medium,TRUE,AI,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T08,Human,,TRUE,2269,medium,TRUE,Human,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T09,AI,,FALSE,13169,medium,FALSE,AI,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T10,Human,,TRUE,3783,medium,TRUE,Human,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T11,AI,,TRUE,3012,medium,TRUE,AI,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T12,Human,,FALSE,7946,medium,FALSE,AI,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T13,AI,,TRUE,176,medium,TRUE,Human,FALSE,FALSE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T14,Human,,FALSE,4899,medium,TRUE,AI,FALSE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T15,Human,,FALSE,7027,easy,FALSE,Human,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T16,AI,,FALSE,1961,medium,TRUE,Human,FALSE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T17,AI,,TRUE,3894,easy,TRUE,AI,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T18,Human,,FALSE,9962,medium,FALSE,Human,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T19,AI,,TRUE,1997,easy,TRUE,AI,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,training,T20,Human,,TRUE,3292,medium,TRUE,Human,TRUE,TRUE
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X01,AI,,FALSE,6695,easy,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X02,Human,,TRUE,6682,easy,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X03,AI,,FALSE,10440,medium,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X04,Human,,FALSE,12838,medium,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X05,AI,,FALSE,10486,medium,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X06,Human,,TRUE,5757,medium,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X07,Human,,TRUE,5694,medium,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X08,AI,,FALSE,1509,hard,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X09,Human,,TRUE,5313,easy,FALSE,,,
ae4f037d-e8fb-4946-9bef-655daabcbfb7,B,test,X10,AI,,FALSE,6172,hard,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T01,AI,,TRUE,57930,medium,TRUE,AI,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T02,Human,,TRUE,16068,easy,TRUE,Human,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T03,AI,,TRUE,10211,medium,FALSE,AI,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T04,Human,,TRUE,9565,easy,TRUE,Human,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T05,AI,,TRUE,9651,medium,TRUE,AI,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T06,Human,,TRUE,11343,easy,FALSE,AI,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T07,AI,,FALSE,9384,medium,TRUE,AI,TRUE,FALSE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T08,Human,,TRUE,3467,medium,TRUE,Human,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T09,AI,,TRUE,9590,medium,FALSE,AI,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T10,Human,,TRUE,9447,medium,TRUE,Human,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T11,AI,,TRUE,9112,medium,TRUE,AI,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T12,Human,,TRUE,10065,medium,FALSE,AI,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T13,AI,,FALSE,2773,medium,TRUE,Human,FALSE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T14,Human,,FALSE,3427,medium,TRUE,AI,FALSE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T15,Human,,TRUE,9111,easy,FALSE,Human,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T16,AI,,TRUE,11372,medium,TRUE,Human,FALSE,FALSE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T17,AI,,TRUE,10095,easy,TRUE,AI,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T18,Human,,TRUE,10181,medium,FALSE,Human,,
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T19,AI,,TRUE,20407,easy,TRUE,AI,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,training,T20,Human,,TRUE,4421,medium,TRUE,Human,TRUE,TRUE
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X01,AI,,TRUE,23050,easy,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X02,Human,,TRUE,9277,easy,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X03,AI,,TRUE,12419,medium,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X04,Human,,TRUE,15598,medium,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X05,AI,,TRUE,9626,medium,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X06,Human,,TRUE,7397,medium,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X07,Human,,TRUE,10762,medium,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X08,AI,,TRUE,7969,hard,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X09,Human,,TRUE,9964,easy,FALSE,,,
08df161d-ff13-49c7-985d-b4e874e05772,B,test,X10,AI,,TRUE,11941,hard,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T01,AI,,FALSE,5886,medium,TRUE,AI,TRUE,FALSE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T02,Human,,TRUE,1691,easy,TRUE,Human,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T03,AI,,TRUE,1796,medium,TRUE,AI,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T04,Human,,TRUE,1293,easy,TRUE,Human,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T05,AI,,TRUE,1700,medium,TRUE,AI,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T06,Human,,FALSE,2740,easy,TRUE,AI,FALSE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T07,AI,,TRUE,1716,medium,TRUE,AI,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T08,Human,,TRUE,1582,medium,TRUE,Human,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T09,AI,,TRUE,1303,medium,TRUE,AI,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T10,Human,,TRUE,5172,medium,TRUE,Human,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T11,AI,,TRUE,2375,medium,TRUE,AI,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T12,Human,,FALSE,1471,medium,TRUE,AI,FALSE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T13,AI,,FALSE,1605,medium,TRUE,Human,FALSE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T14,Human,,FALSE,1395,medium,TRUE,AI,FALSE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T15,Human,,FALSE,1436,easy,TRUE,Human,TRUE,FALSE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T16,AI,,TRUE,1354,medium,TRUE,Human,FALSE,FALSE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T17,AI,,FALSE,990,easy,TRUE,AI,TRUE,FALSE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T18,Human,,TRUE,1250,medium,TRUE,Human,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T19,AI,,TRUE,1535,easy,TRUE,AI,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,training,T20,Human,,TRUE,1051,medium,TRUE,Human,TRUE,TRUE
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X01,AI,,FALSE,2718,easy,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X02,Human,,FALSE,1030,easy,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X03,AI,,FALSE,923,medium,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X04,Human,,TRUE,604,medium,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X05,AI,,TRUE,553,medium,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X06,Human,,FALSE,2304,medium,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X07,Human,,FALSE,1970,medium,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X08,AI,,FALSE,573,hard,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X09,Human,,FALSE,722,easy,FALSE,,,
6933d614-2dde-4d2b-bf30-ffb2d10939e2,A,test,X10,AI,,FALSE,565,hard,FALSE,,,
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T01,AI,,TRUE,7998,medium,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T02,Human,,TRUE,5913,easy,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T03,AI,,TRUE,5542,medium,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T04,Human,,TRUE,1969,easy,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T05,AI,,TRUE,2325,medium,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T06,Human,,FALSE,9851,easy,TRUE,AI,FALSE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T07,AI,,TRUE,3949,medium,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T08,Human,,TRUE,5316,medium,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T09,AI,,TRUE,4343,medium,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T10,Human,,TRUE,3619,medium,TRUE,Human,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T11,AI,,TRUE,3682,medium,TRUE,AI,TRUE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T12,Human,,FALSE,4608,medium,TRUE,AI,FALSE,TRUE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T13,AI,,TRUE,4374,medium,TRUE,Human,FALSE,FALSE
4c7cab58-81f0-4441-b449-51589dc7edd0,A,training,T14,Human,,FALSE,6658,medium,TRUE,AI,FALSE,TRUE
