reviewer_id,week,arm,n_ai_shown,deferred_rate,committed_rate
R004,6,control_always_ai,23,0.6086956521739131,0.3913043478260869
R004,7,control_always_ai,23,0.7391304347826086,0.26086956521739135
R004,8,control_always_ai,22,0.6363636363636364,0.36363636363636365
R004,9,control_always_ai,22,0.6818181818181818,0.31818181818181823
R004,10,control_always_ai,24,0.7916666666666666,0.20833333333333337
R004,11,control_always_ai,25,0.76,0.24
R004,12,control_always_ai,25,0.6,0.4
R004,13,control_always_ai,24,0.8333333333333334,0.16666666666666663
R004,14,control_always_ai,21,0.8095238095238095,0.19047619047619047
R004,15,control_always_ai,23,0.7391304347826086,0.26086956521739135
R004,16,control_always_ai,23,0.8695652173913043,0.13043478260869568
R004,17,control_always_ai,22,0.6363636363636364,0.36363636363636365
R004,18,control_always_ai,22,0.7727272727272727,0.2272727272727273
R004,19,control_always_ai,24,0.875,0.125
R004,20,control_always_ai,23,0.9130434782608695,0.08695652173913049
R004,21,control_always_ai,24,0.8333333333333334,0.16666666666666663
R004,22,control_always_ai,22,0.9090909090909091,0.09090909090909094
R004,23,control_always_ai,24,0.9166666666666666,0.08333333333333337
R004,24,control_always_ai,23,0.9565217391304348,0.04347826086956519
R005,1,blind_first,21,0.14285714285714285,0.8571428571428572
R005,2,blind_first,24,0.08333333333333333,0.9166666666666666
R005,3,blind_first,23,0.13043478260869565,0.8695652173913043
R005,4,blind_first,22,0.13636363636363635,0.8636363636363636
R005,5,blind_first,24,0.16666666666666666,0.8333333333333334
R005,6,blind_first,23,0.08695652173913043,0.9130434782608696
R005,7,blind_first,25,0.08,0.92
R005,8,blind_first,21,0.14285714285714285,0.8571428571428572
R005,9,blind_first,23,0.17391304347826086,0.8260869565217391
R005,10,blind_first,25,0.12,0.88
R005,11,blind_first,24,0.125,0.875
R005,12,blind_first,24,0.16666666666666666,0.8333333333333334
R005,13,blind_first,24,0.125,0.875
R005,14,blind_first,25,0.24,0.76
R005,15,blind_first,25,0.12,0.88
R005,16,blind_first,24,0.041666666666666664,0.9583333333333334
R005,17,blind_first,25,0.08,0.92
R005,18,blind_first,23,0.17391304347826086,0.8260869565217391
R005,19,blind_first,23,0.17391304347826086,0.8260869565217391
R005,20,blind_first,24,0.16666666666666666,0.8333333333333334
R005,21,blind_first,25,0.16,0.84
R005,22,blind_first,25,0.12,0.88
R005,23,blind_first,24,0.08333333333333333,0.9166666666666666
R005,24,blind_first,23,0.13043478260869565,0.8695652173913043
R006,1,withheld_ai,21,0.6666666666666666,0.33333333333333337
R006,2,withheld_ai,21,0.6190476190476191,0.38095238095238093
R006,3,withheld_ai,21,0.7619047619047619,0.23809523809523814
R006,4,withheld_ai,23,0.43478260869565216,0.5652173913043479
R006,5,withheld_ai,19,0.8421052631578947,0.1578947368421053
R006,6,withheld_ai,19,0.6842105263157895,0.3157894736842105
R006,7,withheld_ai,22,0.6363636363636364,0.36363636363636365
R006,8,withheld_ai,24,0.875,0.125
R006,9,withheld_ai,23,0.6521739130434783,0.34782608695652173
R006,10,withheld_ai,20,0.6,0.4
R006,11,withheld_ai,21,0.6666666666666666,0.33333333333333337
R006,12,withheld_ai,20,0.8,0.19999999999999996
R006,13,withheld_ai,19,0.6842105263157895,0.3157894736842105
R006,14,withheld_ai,22,0.7727272727272727,0.2272727272727273
R006,15,withheld_ai,22,0.7272727272727273,0.2727272727272727
R006,16,withheld_ai,20,0.75,0.25
R006,17,withheld_ai,23,0.9130434782608695,0.08695652173913049
R006,18,withheld_ai,20,0.85,0.15000000000000002
R006,19,withheld_ai,19,0.6842105263157895,0.3157894736842105
R006,20,withheld_ai,22,0.8181818181818182,0.18181818181818177
R006,21,withheld_ai,18,0.8333333333333334,0.16666666666666663
R006,22,withheld_ai,23,0.8260869565217391,0.17391304347826086
R006,23,withheld_ai,22,1.0,0.0
R006,24,withheld_ai,19,1.0,0.0
R007,1,disagreement_prompt,24,0.125,0.875
R007,2,disagreement_prompt,22,0.13636363636363635,0.8636363636363636
R007,3,disagreement_prompt,23,0.34782608695652173,0.6521739130434783
R007,4,disagreement_prompt,24,0.08333333333333333,0.9166666666666666
R007,5,disagreement_prompt,23,0.2608695652173913,0.7391304347826086
R007,6,disagreement_prompt,25,0.32,0.6799999999999999
R007,7,disagreement_prompt,24,0.4166666666666667,0.5833333333333333
R007,8,disagreement_prompt,24,0.25,0.75
R007,9,disagreement_prompt,24,0.25,0.75
R007,10,disagreement_prompt,24,0.375,0.625
R007,11,disagreement_prompt,25,0.32,0.6799999999999999
R007,12,disagreement_prompt,24,0.2916666666666667,0.7083333333333333
R007,13,disagreement_prompt,24,0.375,0.625
R007,14,disagreement_prompt,21,0.47619047619047616,0.5238095238095238
R007,15,disagreement_prompt,24,0.5416666666666666,0.45833333333333337
R007,16,disagreement_prompt,25,0.4,0.6
R007,17,disagreement_prompt,24,0.4583333333333333,0.5416666666666667
R007,18,disagreement_prompt,23,0.43478260869565216,0.5652173913043479
R007,19,disagreement_prompt,23,0.43478260869565216,0.5652173913043479
R007,20,disagreement_prompt,22,0.22727272727272727,0.7727272727272727
R007,21,disagreement_prompt,24,0.5,0.5
R007,22,disagreement_prompt,24,0.25,0.75
R007,23,disagreement_prompt,24,0.5,0.5
R007,24,disagreement_prompt,23,0.5217391304347826,0.4782608695652174
R008,1,control_always_ai,24,0.75,0.25
R008,2,control_always_ai,24,0.8333333333333334,0.16666666666666663
R008,3,control_always_ai,23,0.6956521739130435,0.30434782608695654
R008,4,control_always_ai,23,0.6521739130434783,0.34782608695652173
R008,5,control_always_ai,22,0.7272727272727273,0.2727272727272727
R008,6,control_always_ai,23,0.5652173913043478,0.4347826086956522
R008,7,control_always_ai,22,0.8181818181818182,0.18181818181818177
R008,8,control_always_ai,23,0.782608695652174,0.21739130434782605
R008,9,control_always_ai,20,0.75,0.25
R008,10,control_always_ai,24,0.75,0.25
R008,11,control_always_ai,23,0.782608695652174,0.21739130434782605
R008,12,control_always_ai,25,0.84,0.16000000000000003
R008,13,control_always_ai,25,0.84,0.16000000000000003
R008,14,control_always_ai,23,0.8260869565217391,0.17391304347826086
R008,15,control_always_ai,22,0.8636363636363636,0.13636363636363635
R008,16,control_always_ai,25,0.92,0.07999999999999996
R008,17,control_always_ai,24,1.0,0.0
R008,18,control_always_ai,24,1.0,0.0
R008,19,control_always_ai,24,1.0,0.0
R008,20,control_always_ai,23,1.0,0.0
R008,21,control_always_ai,24,0.9166666666666666,0.08333333333333337
R008,22,control_always_ai,24,0.9166666666666666,0.08333333333333337
R008,23,control_always_ai,23,0.9565217391304348,0.04347826086956519
R008,24,control_always_ai,23,1.0,0.0
R009,1,blind_first,25,0.52,0.48
R009,2,blind_first,23,0.391304347826087,0.6086956521739131
R009,3,blind_first,25,0.48,0.52
R009,4,blind_first,23,0.34782608695652173,0.6521739130434783
R009,5,blind_first,23,0.391304347826087,0.6086956521739131
R009,6,blind_first,24,0.5833333333333334,0.41666666666666663
R009,7,blind_first,24,0.20833333333333334,0.7916666666666666
R009,8,blind_first,23,0.34782608695652173,0.6521739130434783
R009,9,blind_first,23,0.34782608695652173,0.6521739130434783
R009,10,blind_first,24,0.625,0.375
R009,11,blind_first,23,0.6086956521739131,0.3913043478260869
R009,12,blind_first,25,0.36,0.64
R009,13,blind_first,22,0.5909090909090909,0.40909090909090906
R009,14,blind_first,23,0.34782608695652173,0.6521739130434783
R009,15,blind_first,24,0.4583333333333333,0.5416666666666667
R009,16,blind_first,21,0.47619047619047616,0.5238095238095238
R009,17,blind_first,23,0.5652173913043478,0.4347826086956522
R009,18,blind_first,22,0.5,0.5
R009,19,blind_first,23,0.391304347826087,0.6086956521739131
R009,20,blind_first,25,0.56,0.43999999999999995
R009,21,blind_first,23,0.6956521739130435,0.30434782608695654
R009,22,blind_first,23,0.5217391304347826,0.4782608695652174
R009,23,blind_first,25,0.68,0.31999999999999995
R009,24,blind_first,25,0.56,0.43999999999999995
R010,1,withheld_ai,24,0.6666666666666666,0.33333333333333337
R010,2,withheld_ai,20,0.9,0.09999999999999998
R010,3,withheld_ai,25,0.88,0.12
R010,4,withheld_ai,20,0.9,0.09999999999999998
R010,5,withheld_ai,18,0.7777777777777778,0.2222222222222222
R010,6,withheld_ai,21,1.0,0.0
R010,7,withheld_ai,22,1.0,0.0
R010,8,withheld_ai,22,0.8636363636363636,0.13636363636363635
R010,9,withheld_ai,20,0.95,0.050000000000000044
R010,10,withheld_ai,19,0.8947368421052632,0.10526315789473684
R010,11,withheld_ai,21,1.0,0.0
R010,12,withheld_ai,17,1.0,0.0
R010,13,withheld_ai,19,0.8947368421052632,0.10526315789473684
R010,14,withheld_ai,22,0.8636363636363636,0.13636363636363635
R010,15,withheld_ai,19,0.9473684210526315,0.052631578947368474
R010,16,withheld_ai,18,1.0,0.0
R010,17,withheld_ai,18,0.8888888888888888,0.11111111111111116
R010,18,withheld_ai,19,1.0,0.0
R010,19,withheld_ai,24,1.0,0.0
R010,20,withheld_ai,19,1.0,0.0
R010,21,withheld_ai,20,0.95,0.050000000000000044
R010,22,withheld_ai,18,1.0,0.0
R010,23,withheld_ai,20,0.95,0.050000000000000044
R010,24,withheld_ai,20,0.95,0.050000000000000044
R011,1,disagreement_prompt,22,0.18181818181818182,0.8181818181818181
R011,2,disagreement_prompt,24,0.20833333333333334,0.7916666666666666
R011,3,disagreement_prompt,24,0.25,0.75
R011,4,disagreement_prompt,23,0.4782608695652174,0.5217391304347826
R011,5,disagreement_prompt,25,0.56,0.43999999999999995
R011,6,disagreement_prompt,24,0.4583333333333333,0.5416666666666667
R011,7,disagreement_prompt,25,0.28,0.72
R011,8,disagreement_prompt,24,0.375,0.625
R011,9,disagreement_prompt,22,0.36363636363636365,0.6363636363636364
R011,10,disagreement_prompt,22,0.36363636363636365,0.6363636363636364
R011,11,disagreement_prompt,25,0.36,0.64
R011,12,disagreement_prompt,24,0.4583333333333333,0.5416666666666667
R011,13,disagreement_prompt,21,0.42857142857142855,0.5714285714285714
R011,14,disagreement_prompt,24,0.5416666666666666,0.45833333333333337
R011,15,disagreement_prompt,20,0.35,0.65
R011,16,disagreement_prompt,25,0.52,0.48
R011,17,disagreement_prompt,23,0.5217391304347826,0.4782608695652174
R011,18,disagreement_prompt,23,0.21739130434782608,0.782608695652174
R011,19,disagreement_prompt,23,0.6086956521739131,0.3913043478260869
R011,20,disagreement_prompt,24,0.5,0.5
R011,21,disagreement_prompt,23,0.6086956521739131,0.3913043478260869
R011,22,disagreement_prompt,25,0.52,0.48
R011,23,disagreement_prompt,23,0.6956521739130435,0.30434782608695654
R011,24,disagreement_prompt,23,0.5652173913043478,0.4347826086956522
R012,1,control_always_ai,25,0.72,0.28
R012,2,control_always_ai,24,0.6666666666666666,0.33333333333333337
R012,3,control_always_ai,23,0.782608695652174,0.21739130434782605
R012,4,control_always_ai,24,0.75,0.25
R012,5,control_always_ai,22,0.6363636363636364,0.36363636363636365
R012,6,control_always_ai,24,0.875,0.125
R012,7,control_always_ai,24,0.6666666666666666,0.33333333333333337
R012,8,control_always_ai,24,0.8333333333333334,0.16666666666666663
R012,9,control_always_ai,20,0.85,0.15000000000000002
R012,10,control_always_ai,21,0.8571428571428571,0.1428571428571429
R012,11,control_always_ai,23,0.9565217391304348,0.04347826086956519
R012,12,control_always_ai,24,0.7916666666666666,0.20833333333333337
R012,13,control_always_ai,23,0.9130434782608695,0.08695652173913049
R012,14,control_always_ai,24,0.9166666666666666,0.08333333333333337
R012,15,control_always_ai,19,0.8421052631578947,0.1578947368421053
R012,16,control_always_ai,23,0.9565217391304348,0.04347826086956519
R012,17,control_always_ai,24,0.8333333333333334,0.16666666666666663
R012,18,control_always_ai,23,0.8260869565217391,0.17391304347826086
R012,19,control_always_ai,24,0.9166666666666666,0.08333333333333337
R012,20,control_always_ai,25,1.0,0.0
R012,21,control_always_ai,24,1.0,0.0
R012,22,control_always_ai,23,0.9565217391304348,0.04347826086956519
R012,23,control_always_ai,22,1.0,0.0
R012,24,control_always_ai,25,0.96,0.040000000000000036
R013,1,blind_first,21,0.6190476190476191,0.38095238095238093
R013,2,blind_first,24,0.7083333333333334,0.29166666666666663
R013,3,blind_first,21,0.6190476190476191,0.38095238095238093
R013,4,blind_first,23,0.6521739130434783,0.34782608695652173
R013,5,blind_first,25,0.72,0.28
R013,6,blind_first,24,0.7083333333333334,0.29166666666666663
R013,7,blind_first,23,0.43478260869565216,0.5652173913043479
R013,8,blind_first,23,0.6956521739130435,0.30434782608695654
R013,9,blind_first,22,0.6363636363636364,0.36363636363636365
R013,10,blind_first,25,0.72,0.28
R013,11,blind_first,24,0.7083333333333334,0.29166666666666663
R013,12,blind_first,23,0.8695652173913043,0.13043478260869568
R013,13,blind_first,23,0.7391304347826086,0.26086956521739135
R013,14,blind_first,24,0.75,0.25
R013,15,blind_first,24,0.7083333333333334,0.29166666666666663
R013,16,blind_first,25,0.8,0.19999999999999996
R013,17,blind_first,25,0.76,0.24
R013,18,blind_first,24,0.8333333333333334,0.16666666666666663
R013,19,blind_first,24,0.875,0.125
R013,20,blind_first,24,0.875,0.125
R013,21,blind_first,23,0.7391304347826086,0.26086956521739135
R013,22,blind_first,25,0.8,0.19999999999999996
R013,23,blind_first,23,0.8695652173913043,0.13043478260869568
R013,24,blind_first,25,0.72,0.28
R014,1,withheld_ai,24,0.5,0.5
R014,2,withheld_ai,21,0.5238095238095238,0.47619047619047616
R014,3,withheld_ai,20,0.75,0.25
R014,4,withheld_ai,20,0.5,0.5
R014,5,withheld_ai,21,0.5238095238095238,0.47619047619047616
R014,6,withheld_ai,21,0.6190476190476191,0.38095238095238093
R014,7,withheld_ai,21,0.5238095238095238,0.47619047619047616
R014,8,withheld_ai,21,0.47619047619047616,0.5238095238095238
R014,9,withheld_ai,24,0.7083333333333334,0.29166666666666663
R014,10,withheld_ai,19,0.7368421052631579,0.26315789473684215
R014,11,withheld_ai,20,0.75,0.25
R014,12,withheld_ai,20,0.65,0.35
R014,13,withheld_ai,17,0.6470588235294118,0.3529411764705882
R014,14,withheld_ai,17,0.5882352941176471,0.4117647058823529
R014,15,withheld_ai,19,0.8947368421052632,0.10526315789473684
R014,16,withheld_ai,19,0.7368421052631579,0.26315789473684215
R014,17,withheld_ai,21,0.6666666666666666,0.33333333333333337
R014,18,withheld_ai,22,0.7727272727272727,0.2272727272727273
R014,19,withheld_ai,21,0.9047619047619048,0.09523809523809523
R014,20,withheld_ai,21,0.8571428571428571,0.1428571428571429
R014,21,withheld_ai,19,0.7894736842105263,0.21052631578947367
R014,22,withheld_ai,21,0.6666666666666666,0.33333333333333337
R014,23,withheld_ai,22,0.8181818181818182,0.18181818181818177
R014,24,withheld_ai,21,1.0,0.0
R015,1,disagreement_prompt,25,0.48,0.52
R015,2,disagreement_prompt,25,0.56,0.43999999999999995
R015,3,disagreement_prompt,22,0.5,0.5
R015,4,disagreement_prompt,22,0.6818181818181818,0.31818181818181823
R015,5,disagreement_prompt,23,0.34782608695652173,0.6521739130434783
R015,6,disagreement_prompt,24,0.5416666666666666,0.45833333333333337
R015,7,disagreement_prompt,23,0.4782608695652174,0.5217391304347826
R015,8,disagreement_prompt,25,0.32,0.6799999999999999
R015,9,disagreement_prompt,20,0.4,0.6
R015,10,disagreement_prompt,25,0.48,0.52
R015,11,disagreement_prompt,25,0.6,0.4
R015,12,disagreement_prompt,25,0.68,0.31999999999999995
R015,13,disagreement_prompt,25,0.56,0.43999999999999995
R015,14,disagreement_prompt,24,0.7083333333333334,0.29166666666666663
R015,15,disagreement_prompt,25,0.72,0.28
R015,16,disagreement_prompt,22,0.45454545454545453,0.5454545454545454
R015,17,disagreement_prompt,24,0.6666666666666666,0.33333333333333337
R015,18,disagreement_prompt,25,0.68,0.31999999999999995
R015,19,disagreement_prompt,23,0.5652173913043478,0.4347826086956522
R015,20,disagreement_prompt,25,0.56,0.43999999999999995
R015,21,disagreement_prompt,24,0.5833333333333334,0.41666666666666663
R015,22,disagreement_prompt,24,0.7083333333333334,0.29166666666666663
R015,23,disagreement_prompt,22,0.45454545454545453,0.5454545454545454
R015,24,disagreement_prompt,24,0.5833333333333334,0.41666666666666663
R016,1,control_always_ai,24,0.625,0.375
R016,2,control_always_ai,25,0.6,0.4
R016,3,control_always_ai,24,0.6666666666666666,0.33333333333333337
R016,4,control_always_ai,23,0.6521739130434783,0.34782608695652173
R016,5,control_always_ai,24,0.7083333333333334,0.29166666666666663
R016,6,control_always_ai,23,0.4782608695652174,0.5217391304347826
R016,7,control_always_ai,25,0.6,0.4
R016,8,control_always_ai,23,0.5652173913043478,0.4347826086956522
R016,9,control_always_ai,23,0.782608695652174,0.21739130434782605
R016,10,control_always_ai,21,0.7619047619047619,0.23809523809523814
R016,11,control_always_ai,24,0.7083333333333334,0.29166666666666663
R016,12,control_always_ai,22,0.7272727272727273,0.2727272727272727
R016,13,control_always_ai,23,0.8695652173913043,0.13043478260869568
R016,14,control_always_ai,25,0.88,0.12
R016,15,control_always_ai,24,0.7916666666666666,0.20833333333333337
R016,16,control_always_ai,22,0.7727272727272727,0.2272727272727273
R016,17,control_always_ai,23,0.8695652173913043,0.13043478260869568
R016,18,control_always_ai,25,0.88,0.12
R016,19,control_always_ai,24,0.8333333333333334,0.16666666666666663
R016,20,control_always_ai,20,0.95,0.050000000000000044
R016,21,control_always_ai,23,0.9565217391304348,0.04347826086956519
R016,22,control_always_ai,25,0.88,0.12
R016,23,control_always_ai,23,0.8695652173913043,0.13043478260869568
R016,24,control_always_ai,23,0.9565217391304348,0.04347826086956519
R017,1,blind_first,23,0.43478260869565216,0.5652173913043479
R017,2,blind_first,24,0.5,0.5
R017,3,blind_first,25,0.68,0.31999999999999995
R017,4,blind_first,23,0.5652173913043478,0.4347826086956522
R017,5,blind_first,24,0.6666666666666666,0.33333333333333337
R017,6,blind_first,25,0.6,0.4
R017,7,blind_first,24,0.6666666666666666,0.33333333333333337
R017,8,blind_first,23,0.6956521739130435,0.30434782608695654
R017,9,blind_first,25,0.52,0.48
R017,10,blind_first,22,0.6363636363636364,0.36363636363636365
R017,11,blind_first,22,0.4090909090909091,0.5909090909090908
R017,12,blind_first,24,0.7083333333333334,0.29166666666666663
R017,13,blind_first,25,0.72,0.28
R017,14,blind_first,22,0.7272727272727273,0.2727272727272727
R017,15,blind_first,23,0.8260869565217391,0.17391304347826086
R017,16,blind_first,24,0.6666666666666666,0.33333333333333337
R017,17,blind_first,24,0.5833333333333334,0.41666666666666663
R017,18,blind_first,24,0.875,0.125
R017,19,blind_first,24,0.9583333333333334,0.04166666666666663
R017,20,blind_first,22,0.8181818181818182,0.18181818181818177
R017,21,blind_first,25,0.56,0.43999999999999995
R017,22,blind_first,23,0.6956521739130435,0.30434782608695654
R017,23,blind_first,24,0.75,0.25
R017,24,blind_first,24,0.875,0.125
R018,1,withheld_ai,15,0.5333333333333333,0.4666666666666667
R018,2,withheld_ai,22,0.7272727272727273,0.2727272727272727
R018,3,withheld_ai,23,0.8695652173913043,0.13043478260869568
R018,4,withheld_ai,20,0.75,0.25
R018,5,withheld_ai,22,0.6363636363636364,0.36363636363636365
R018,6,withheld_ai,24,0.9166666666666666,0.08333333333333337
R018,7,withheld_ai,19,0.7368421052631579,0.26315789473684215
R018,8,withheld_ai,21,0.7142857142857143,0.2857142857142857
R018,9,withheld_ai,20,0.8,0.19999999999999996
R018,10,withheld_ai,23,0.7391304347826086,0.26086956521739135
R018,11,withheld_ai,19,0.8421052631578947,0.1578947368421053
R018,12,withheld_ai,21,0.7142857142857143,0.2857142857142857
R018,13,withheld_ai,22,0.8181818181818182,0.18181818181818177
R018,14,withheld_ai,19,0.9473684210526315,0.052631578947368474
R018,15,withheld_ai,18,0.7222222222222222,0.2777777777777778
R018,16,withheld_ai,23,0.8695652173913043,0.13043478260869568
R018,17,withheld_ai,21,0.8571428571428571,0.1428571428571429
R018,18,withheld_ai,19,0.9473684210526315,0.052631578947368474
R018,19,withheld_ai,17,0.8823529411764706,0.11764705882352944
R018,20,withheld_ai,22,0.9090909090909091,0.09090909090909094
R018,21,withheld_ai,22,0.9545454545454546,0.045454545454545414
R018,22,withheld_ai,20,0.95,0.050000000000000044
R018,23,withheld_ai,19,0.8947368421052632,0.10526315789473684
R018,24,withheld_ai,20,1.0,0.0
R019,1,disagreement_prompt,24,0.7916666666666666,0.20833333333333337
R019,2,disagreement_prompt,23,0.6521739130434783,0.34782608695652173
R019,3,disagreement_prompt,21,0.7619047619047619,0.23809523809523814
R019,4,disagreement_prompt,23,0.8260869565217391,0.17391304347826086
R019,5,disagreement_prompt,23,0.6086956521739131,0.3913043478260869
R019,6,disagreement_prompt,21,0.8095238095238095,0.19047619047619047
R019,7,disagreement_prompt,25,0.68,0.31999999999999995
R019,8,disagreement_prompt,22,0.6818181818181818,0.31818181818181823
R019,9,disagreement_prompt,24,0.75,0.25
R019,10,disagreement_prompt,25,0.8,0.19999999999999996
R019,11,disagreement_prompt,22,0.8181818181818182,0.18181818181818177
R019,12,disagreement_prompt,21,0.8571428571428571,0.1428571428571429
R019,13,disagreement_prompt,24,0.7916666666666666,0.20833333333333337
R019,14,disagreement_prompt,22,0.8181818181818182,0.18181818181818177
R019,15,disagreement_prompt,23,0.8260869565217391,0.17391304347826086
R019,16,disagreement_prompt,24,0.8333333333333334,0.16666666666666663
R019,17,disagreement_prompt,23,1.0,0.0
R019,18,disagreement_prompt,23,0.9565217391304348,0.04347826086956519
R019,19,disagreement_prompt,23,0.8695652173913043,0.13043478260869568
R019,20,disagreement_prompt,24,0.9166666666666666,0.08333333333333337
R019,21,disagreement_prompt,22,0.9545454545454546,0.045454545454545414
R019,22,disagreement_prompt,23,0.9130434782608695,0.08695652173913049
R019,23,disagreement_prompt,21,1.0,0.0
R019,24,disagreement_prompt,25,0.96,0.040000000000000036
R020,1,control_always_ai,24,0.875,0.125
R020,2,control_always_ai,22,0.6818181818181818,0.31818181818181823
R020,3,control_always_ai,21,0.6666666666666666,0.33333333333333337
R020,4,control_always_ai,25,0.88,0.12
R020,5,control_always_ai,24,1.0,0.0
R020,6,control_always_ai,24,0.9583333333333334,0.04166666666666663
R020,7,control_always_ai,21,0.8095238095238095,0.19047619047619047
R020,8,control_always_ai,24,0.9166666666666666,0.08333333333333337
R020,9,control_always_ai,24,0.9166666666666666,0.08333333333333337
R020,10,control_always_ai,24,0.9583333333333334,0.04166666666666663
R020,11,control_always_ai,24,1.0,0.0
R020,12,control_always_ai,23,0.9565217391304348,0.04347826086956519
R020,13,control_always_ai,23,0.9565217391304348,0.04347826086956519
R020,14,control_always_ai,24,1.0,0.0
R020,15,control_always_ai,25,0.96,0.040000000000000036
R020,16,control_always_ai,24,0.9583333333333334,0.04166666666666663
R020,17,control_always_ai,21,1.0,0.0
R020,18,control_always_ai,25,0.8,0.19999999999999996
R020,19,control_always_ai,24,0.7916666666666666,0.20833333333333337
R020,20,control_always_ai,22,0.9545454545454546,0.045454545454545414
R020,21,control_always_ai,25,0.96,0.040000000000000036
R020,22,control_always_ai,24,0.9583333333333334,0.04166666666666663
R020,23,control_always_ai,25,1.0,0.0
R020,24,control_always_ai,24,1.0,0.0
R021,1,blind_first,23,0.21739130434782608,0.782608695652174
R021,2,blind_first,25,0.24,0.76
R021,3,blind_first,24,0.16666666666666666,0.8333333333333334
R021,4,blind_first,25,0.08,0.92
R021,5,blind_first,21,0.19047619047619047,0.8095238095238095
R021,6,blind_first,23,0.08695652173913043,0.9130434782608696
R021,7,blind_first,24,0.16666666666666666,0.8333333333333334
R021,8,blind_first,23,0.391304347826087,0.6086956521739131
R021,9,blind_first,25,0.4,0.6
R021,10,blind_first,23,0.2608695652173913,0.7391304347826086
R021,11,blind_first,23,0.30434782608695654,0.6956521739130435
R021,12,blind_first,25,0.32,0.6799999999999999
R021,13,blind_first,23,0.30434782608695654,0.6956521739130435
R021,14,blind_first,23,0.2608695652173913,0.7391304347826086
R021,15,blind_first,24,0.125,0.875
R021,16,blind_first,25,0.16,0.84
R021,17,blind_first,24,0.2916666666666667,0.7083333333333333
R021,18,blind_first,22,0.36363636363636365,0.6363636363636364
R021,19,blind_first,21,0.3333333333333333,0.6666666666666667
R021,20,blind_first,24,0.4583333333333333,0.5416666666666667
R021,21,blind_first,25,0.32,0.6799999999999999
R021,22,blind_first,24,0.3333333333333333,0.6666666666666667
R021,23,blind_first,24,0.20833333333333334,0.7916666666666666
R021,24,blind_first,22,0.36363636363636365,0.6363636363636364
R022,1,withheld_ai,20,0.55,0.44999999999999996
R022,2,withheld_ai,20,0.65,0.35
R022,3,withheld_ai,22,0.5909090909090909,0.40909090909090906
R022,4,withheld_ai,20,0.75,0.25
R022,5,withheld_ai,21,0.7619047619047619,0.23809523809523814
R022,6,withheld_ai,20,0.45,0.55
R022,7,withheld_ai,23,0.6956521739130435,0.30434782608695654
R022,8,withheld_ai,18,0.7777777777777778,0.2222222222222222
R022,9,withheld_ai,22,0.7727272727272727,0.2272727272727273
R022,10,withheld_ai,23,0.6521739130434783,0.34782608695652173
R022,11,withheld_ai,20,0.6,0.4
R022,12,withheld_ai,20,0.7,0.30000000000000004
R022,13,withheld_ai,18,0.6666666666666666,0.33333333333333337
R022,14,withheld_ai,20,0.65,0.35
R022,15,withheld_ai,20,0.75,0.25
R022,16,withheld_ai,22,0.8636363636363636,0.13636363636363635
R022,17,withheld_ai,18,0.8333333333333334,0.16666666666666663
R022,18,withheld_ai,20,0.75,0.25
R022,19,withheld_ai,21,0.7619047619047619,0.23809523809523814
R022,20,withheld_ai,18,0.8888888888888888,0.11111111111111116
R022,21,withheld_ai,20,0.95,0.050000000000000044
R022,22,withheld_ai,16,0.875,0.125
R022,23,withheld_ai,18,0.9444444444444444,0.05555555555555558
R022,24,withheld_ai,20,0.95,0.050000000000000044
R023,1,disagreement_prompt,23,0.5652173913043478,0.4347826086956522
R023,2,disagreement_prompt,23,0.4782608695652174,0.5217391304347826
R023,3,disagreement_prompt,23,0.6521739130434783,0.34782608695652173
R023,4,disagreement_prompt,22,0.6363636363636364,0.36363636363636365
R023,5,disagreement_prompt,25,0.68,0.31999999999999995
R023,6,disagreement_prompt,25,0.8,0.19999999999999996
R023,7,disagreement_prompt,25,0.64,0.36
R023,8,disagreement_prompt,22,0.5909090909090909,0.40909090909090906
R023,9,disagreement_prompt,23,0.7391304347826086,0.26086956521739135
R023,10,disagreement_prompt,24,0.75,0.25
R023,11,disagreement_prompt,24,0.7916666666666666,0.20833333333333337
R023,12,disagreement_prompt,25,0.64,0.36
R023,13,disagreement_prompt,21,0.6666666666666666,0.33333333333333337
R023,14,disagreement_prompt,25,0.68,0.31999999999999995
R023,15,disagreement_prompt,22,0.8636363636363636,0.13636363636363635
R023,16,disagreement_prompt,23,0.782608695652174,0.21739130434782605
R023,17,disagreement_prompt,23,0.7391304347826086,0.26086956521739135
R023,18,disagreement_prompt,24,0.875,0.125
R023,19,disagreement_prompt,18,1.0,0.0
R023,20,disagreement_prompt,23,0.7391304347826086,0.26086956521739135
R023,21,disagreement_prompt,21,0.7619047619047619,0.23809523809523814
R023,22,disagreement_prompt,25,0.84,0.16000000000000003
R023,23,disagreement_prompt,23,0.8260869565217391,0.17391304347826086
R023,24,disagreement_prompt,24,0.7916666666666666,0.20833333333333337
R024,1,control_always_ai,24,0.8333333333333334,0.16666666666666663
R024,2,control_always_ai,25,0.8,0.19999999999999996
R024,3,control_always_ai,24,0.7916666666666666,0.20833333333333337
R024,4,control_always_ai,23,0.6086956521739131,0.3913043478260869
R024,5,control_always_ai,21,0.8571428571428571,0.1428571428571429
R024,6,control_always_ai,24,0.7916666666666666,0.20833333333333337
R024,7,control_always_ai,23,0.9565217391304348,0.04347826086956519
R024,8,control_always_ai,21,0.8571428571428571,0.1428571428571429
